review,sentiment
索尼 高管 将 提高 D 摄像头 传感器 产量 目前 已 开始 盈利 ,1
权健 火疗 玩火自焚 专利申请 已 失效 卷入 两单 命案 ,0
拾年 保 用户 交流会 第二场 举办 背后 是 金融 科技 集团化 布局 ,1
在 华 调低 售价 在 美 给 用户 补 损失 特斯拉 股价 大跌 ,0
科技 明星 股 全面 下跌 机构 仓位 转向 市场 幸存者 ,0
软银 IPO 当日 股价 暴跌 彭博社 孙正义 完美 割 韭菜 ,0
美银 调查 做 多 中美 科技股 不再 是 最 热门 交易 ,0
传 比特 大陆 IPO 港交所 不愿 批大矿 机商 上市 恐成空 ,0
等待 黄光裕 年 出狱 不是 没有 可能 ,0
那些 没有 被 屏幕 点亮 的 年轻人 屏幕 之外 的 旁观者 ,1
华大基因 创始人 汪建 基因 狂人 骨子里 的 斗胜欲 ,1
面部 识别 安全 吗 研究 发现 D 打印 的 脸能 骗过 安卓机 ,0
创业 公司 死亡 名单 这 三点 成 企业 倒下 最 常见 原因 ,0
星巴克 启用 UberEats 送 外卖 年内 中国 店铺 将 达家 ,1
美 法官 驳回 高通 反垄断 案 证据 FTC 仍未 放弃 和解 ,0
日媒 日本 显示器 接洽 中国 企业 及 投资 基金 寻求 支持 ,1
特斯拉 高管 离职 潮 还 没 结束 数字 产品 主管 也 走 了 ,0
中关村 融科 大厦 起火 系 物业 检修 误操作 责任人 被 控制 ,0
科技 大 咖齐 聚 深圳 AI 文本处理 技术 赋能 金融 行业 ,1
戴尔 再 上市 计划 获 股东 支持 最早 月 日 纽交所 挂牌 ,1
SpaceX 载人 飞船 首飞 时间 推迟 天将 主要 收集 数据 ,0
小米 是 互联网 公司 吗 雷军 的 理想 与 小米 的 现实 ,1
IBM 将 向 印度 HCL 出售 部分 软件产品 业务 作价 亿美元 ,1
张瑞敏 重塑 海尔 只有 创业 没有 守业 ,1
博通 CEO 暗示 老款 iPhone 销量 强劲 ,1
SpaceX 完成 年内 第 次 任务 为 国际 空间站 提供 补给 ,1
音乐 无国界 腾讯 音乐 如何 强化 国际 影响力 ,1
广东 佛山 将 考虑 植入 电子 芯片 做 身份证 管理 犬 只 ,1
人民日报 展望 智慧 社会 激发 人工智能 的 头雁 效应 ,1
苹果 调查 供应链 中 回扣 与 行贿 问题 涉及 中国 市场 ,0
董明珠 别人 做 芯片 股价 涨 我 做 就 跌 因为 我们 是 真 做 ,1
三星电子 将 裁撤 高管 注销 万亿韩元 库存 股 ,0
软银 旗下 电信 子公司 IPO 已 达到 万亿日元 散户 认购 目标 ,1
亚马逊 云 业务主管 面部 识别 软件 只是 一个 工具 ,1
金立 董事长 被 列入 失信 被执行人 名单 并 限制 高 消费 ,0
直击 雷军 小爱 同学 累计 激活 亿台 设备 唤醒 亿次 ,1
IBMCEO 罗睿兰 站队 库克 政府 应 监管 平台 收集 数据 ,1
电子 凭证 网上 报销 试点 成效 显现 有效 预防 铺张浪费 ,1
野村 基金 大幅 加大 对 腾讯 持股 因微 信太强 股价 够低 ,1
地平线 机器人 将 完成 亿美元 融资 估值 达 亿美元 ,1
联想 小新 打造 走心 活动 元 即享 专属 定制 刻字 ,1
北京 现代 反思 多生 孩子 好 打架 策略 困扰 发展 ,0
Spacii 全办 智造 签约 杜邦 共同 探索 未来 健康 智慧 办公 ,1
AI 定义 万物 科技 赋能 产业 万物 工场 AILINK 产业 对接 会 成功 举办 ,1
微软 协助 谷歌 开发 ARM 平台 Chrome 浏览器 ,1
李想 造车 特斯拉 的 非典型 信徒 ,0
贾跃亭 许家 印 怎么 谈崩 的 页 仲裁 文书 还原 交锋 细节 ,0
谁 为 新能源 时代 的 独角兽 赋能 ,1
贾跃亭 与 恒大 决裂 FF 称 将 委派 新 团队 接管 中国 公司 ,0
揭秘 恒大 与 贾跃亭 纠纷 的 事实 与 隐秘 情节 ,0
慧科讯业 何超 博士 不断 研发 AI 领域 为 企业 决策 赋能 ,1
董明珠 与 银隆 集团 炮火连天 致 股东 函 公众 号 长文 齐飞 ,0
董明珠 魏银仓 反目 银隆 上演 局中局 裂痕 早有 预见 ,0
腾讯 ToB 业务 再下 一城 金融版 QQQTrade 获 A轮 融资 ,1
华为 余承东 将 在 年内 推出 增强 现实 智能 眼镜 ,1
三星 半导体 营收 再 突破 或 连续 两年 超越 英特尔 ,1
传 区块 链 公司 EVAIO 计划 向 FF 投资 亿美元 ,1
微软 收购 两家 游戏 工作室 或 为 助力 年 新一代 Xbox ,1
港媒称 阿里巴巴 将 追加 投资 宝宝 树 ,1
SAP 亿美元 收购 美国 软件商 Qualtrics ,1
三星 去年 收购 的 汽车 电子 企业 哈曼 将 实现 强劲 增长 ,1
彭博社 软银 计划 在 沙特 投资 亿美元 建 太阳能 发电厂 ,1
亚马逊 选择 第二 总部 背后 逻辑 反常规 选择 高 税率 城市 ,1
显示器 这个 双十 一是 时候 把 它 抱 回家 了 ,1
搜狗 发 Q 财报 成 全球 首家 用 AI 播报 业绩 公告 的 科技 公司 ,1
港交所 李小加 年 香港 IPO 发行 计划 非常 强劲 ,1
老年人 防 诈骗 福音 日企 开发 AI 防止 ATM 汇款 受骗 ,1
IPO 热潮 继续 新 上市 科技 公司 纷纷 追加 售股 ,1
展现 智慧 产业布局 腾讯 与 产业 伙伴 共建 智慧 时代 ,1
禾苗 通信 进军 智能 锁 市场 欧宁 M 携种 解锁 方式 震撼 来袭 ,1
腾讯 音乐 上市 社交 娱乐 化 挖掘 更 多 商业 变现 可能 ,1
腾讯 公布 人工智能 领域 最新进展 要 打造 救命 的 AI ,1
习近平 将 在 上海证券交易所 设立 科创板 并 试点 注册 制 ,1
高通 与 苹果 决裂 背后 基带 芯片 到底 是 啥 ,0
外媒 比特 大陆 拖欠 台积 电 亿美元 债务 ,0
腾讯 智慧 出行 战略 首次 曝光 如何 承载 腾讯 的 ToB 梦 ,1
与 高通 决裂 的 恶果 开始 显现 苹果 G 手机 最快 到 年 ,0
马斯克 宣布 洛杉矶 隧道 月 日 开通 还要 进军 德国 ,1
硅谷 工人 有 力量 谷歌 员工 引领 科技 劳工 运动 新高潮 ,1
任正非 内部 讲话 优化 干部 晋升 制 坚持 淘汰制 ,0
腾讯 全球 合作伙伴 大会 上演 科技 人文 秀极客 文青来 了 ,1
张近东 民企 有 能力 有 责任 承担 更大 的 国家 使命 ,1
苹果 销售 破纪录 但 买 的 人 更 少 了 将 停止 公布 销量 数据 ,0
为 留 优质 司机 Uber 放大 招 额外 补贴 加上 大学 的 机会 ,1
金庸 逝世 马云 余承东 雷军 等 商界 大佬 发文 悼念 ,0
市场监管 总局 完善 汽车 三包 将 纳入 新能源 车 ,1
马斯克 特斯拉 汽车 明年 就 能 自己 找位 停车 ,1
万元 机 齐发 力 消费 升级 下 的 各取所需 ,1
紧跟 Lyft 步伐 Uber 也 推出 打车 订阅 服务 ,1
江湖 仍 在 江湖 仍 在 ,1
传 红帽 曾 在 IBM 之前 给 谷歌 等 公司 报价 机会 ,0
估值 过 亿 的 沪江 网校 快 上市 了 班级 人数 越来越少 ,1
中文 自然语言 处理 专家 慧科讯业 AILab 助力 金融 AI ,1
教育 从未 如此 有趣 柯马 发布 eDO 教育 机器人 ,1
中国 制造 到 中国 研发 全球 强 企业 明确 加大 对华 投资 ,1
拜腾 汽车 拟 进行 IPO 今年 曾 获 一汽集团 亿美元 投资 ,1
雷军 与 董明珠 亿 赌局 的 悬念 ,1
美国 修改 部分 版权 规定 允许 第三方 因 维修 而 解锁 手机 ,1
仲裁 结果 出炉 许家 印 贾跃亭 都 说 自己 赢 了 ,1
Airbnb 任命 新 首席 技术 官曾 任谷歌 工程 副总裁 ,1
Facebook 谷歌 等 科技 高管 与 英国政府 会谈 讨论 脱欧 ,0
华为 对 美国 按下 暂停 键 Mate 不会 进入 美国市场 ,0
福特 中国 业务 独立 与 北美 并列 核心 市场 布局 移动 出行 ,1
中金 将 联想集团 评级 上调 至 买入 开盘 大涨 ,1
马化腾 时隔 三年 再现 知乎 就 基础科学 等 发问 ,1
奥佳华 OG 智能 专业 颜值 万元 档 按摩椅 全能 打手 ,1
区块 链能 让 AI 挣脱 巨头 掌控 吗 ,0
卖 电脑 的 戴尔 在 云 时代 面临 的 挑战 一样 不少 ,0
丁磊 从乐视 转至 华人 运通 继续 造车 悦达 是 重要 股东 ,1
用 你 的 数据 出卖 你 智能家居 商 不会 告诉 你 的 那些 事 ,0
美国 科技 游说 组织 提出 隐私 保护 框架 权衡 企业 利益 ,0
浪潮 商用 机器 推出 Power 全线 服务器 驱动 数字化 转型 ,1
浪潮 商用 机器 构建 融合 生态 助力 客户 模式 创新 ,1
着力 社交 娱乐 腾讯 音乐 如何 释放 音乐 多元 价值 ,1
最新 研究 碳纤维 可储存 电能 可 用于 电动汽车 车身 ,1
网速 有 多 快 未来 城市 的 想象 空间 有 多 大 ,1
年 增万 付费 用户 腾讯 音乐 正在 激发 音乐 市场 增长 潜力 ,1
百度 李彦宏 车要 智能 路 也 要 智能 ,1
港交所 发布 报告 探讨 区块 链 强调 监管 一致性 原则 ,1
鲇鱼 真的 来 了 特斯拉 完成 上海 超级 工厂 购地 ,1
亚马逊 员工 写 匿名信 呼吁 停止 向 警方 售 人脸识别 技术 ,0
数码相机 巨头 发布 全 画幅 微 单单 反 时代 即将 结束 ,1
直击 百度 成为 PartnershiponAI 首个 中国籍 会员 ,1
FF 中国 员工 在 群内 询问 发薪 事宜 半小时 后该 群遭 解散 ,0
微软 二号 保罗 艾伦 去世 他 给 微软 取 了 名 劝 盖茨 退学 ,0
欧盟 拟 补贴 汽车 电池 数十亿 欧元 摆脱 对 亚洲 的 依赖 ,1
没有 S 店 的 尴尬 特斯拉 Model 积压 途中 无法 送达 车主 ,0
贾跃亭 美国 造车记 FF 面临 生死时速 ,0
百亿 OTT 广告 市场竞争 升级 乐视网 等 不到 黎明 ,0
苹果 ID 频现 盗刷 背后 免密 支付 风险 有 多 大 谁 应 担责 ,0
中国 VC 往事 中国 创投 的 年代 ,1
直击 腾讯 音乐 回应 推迟 IPO 不予置评 ,0
奥维云网 权威 报告 出炉 OLED 电视 符合 高端 消费 趋势 ,1
国务院 促进 汽车 消费 优化 升级 完善 新能源 汽车 服务 ,1
挑选 家用 净水器 要 懂得 分辨 滤芯 的 膜 ,1
阿里 系 股东 减持 圆通 万余 股是 看衰 还是 套现 ,0
华为 AI 战略 透视 自 建 架构 研发 芯片 为何 讨厌 谈 转型 ,0
慧科讯业 WisersAnalytics 让 你 看 明白 短 视频 平台 新 玩法 ,1
直击 小猪 短租 完成 近 亿美元 融资 云锋 基金 等 领投 ,1
微软 修补 数据 误删 漏洞 重新 向 测试者 推送 新版 Win ,0
与 公司 价值观 冲突 谷歌 放弃 竞标 美军方 百亿美元 合同 ,1
腾讯 与 英国公司 合作开发 系统 用 AI 改善 帕金森病 治疗 ,1
斗鱼 App 国庆 悄然 下架安卓 系统 只有 极速 版 ,0
微软 投资 东南亚 打车 公司 Grab 并 提供 Azure 云 计算 服务 ,1
人民日报 解读 双创 升级版 意见 我国 成 第二 大双创 市场 ,1
董明珠 不 放弃 格力 手机 与 雷军 的 对 赌 胜利在望 ,1
微软 暂停 Win 更新 用户 投诉 称 安装 后 文件 被 删除 ,0
金融 科技 新 变局 互联网 机构 去 金融 金融机构 重 科技 ,1
阿里巴巴 提交 允许 行政 干预 的 区块 链 专利申请 ,1
LG 显示器 公司 首次 裁员 因 业务 转变 及 实行 自动化 生产 ,0
马斯克 为 了结 SEC 指控 付 万美元 罚款 辞 董事长 一职 ,0
联想 开始 复苏 未来 尚缺 故事 ,1
云米 上市 CEO 感谢 雷军 方洪波 首款 净水器 被 雷军 叫停 ,0
威马 汽车 小 目标 年底 前 交付 万辆 明年 冲刺 万辆 ,1
马斯克 被 起诉 后 首发 推 道歉 特斯拉 订单 太 多 交付 困难 ,0
不再 拖累 队友 的 吃 鸡 神器 拯救 者 Y 热血 强劲 ,1
医院 汪 德清 血液 网 旨在 解决 中国 血荒 难题 ,1
智能 PC 只是 冰山一角 联想 全面 进军 智能 物联 ,1
LGD 吕相德 OLED 迎来 中国 时代 LGD 誓为 护航 ,1
TCL 成立 新 公司 业务 含 计算机 软硬件 云 平台 设施 服务 ,1
直击 华兴 资本 包凡 上市 最 应该 感谢 伟大 时代 ,1
熊爹 老余 体育 教育 科技 大 数据 告诉 你 人才培养 密码 ,1
慧科讯业 AILab 赋能 WisersOne 驱动 企业 智能 营销 ,1
联想 与 NetApp 成立 合资 公司 联想 凌拓 明年 投入 运营 ,1
杨元庆 联想 是 少数 有 数据 计算力 和 算法 三要素 企业 ,1
传 戴尔 与 银行 讨论 计划 放弃 借壳上市 改为 IPO ,1
百年 传承 科技 东芝 与 时代 脚步 一同 前进 ,1
亚马逊 发布 十余 款 Alexa 设备 包括 智能 音箱 和 微波炉 ,1
科大讯飞 公司 向 蔚来 汽车 提供 语音 技术 与 产品 ,1
湖云 相栖 易华录 携手 阿里 云赋 能 智慧 交通 ,1
用 互联网 的 基因 做 芯片 阿里 的 平头 哥 有多强 ,1
德邦 快递 崔维星 快递 行业 也 要 勇敢 拥抱 AI ,1
阿里巴巴 获 杭州 第一张 自动 驾驶 牌照 ,1
中 美 独角兽 比较 中国 企业 竞相 上市 美国 企业 保持 私有 ,1
刘鹤 副 总理 视察 星阵 围棋 深客 科技 CEO 金 涬 汇报 ,1
万科 董事会 主席 郁亮 场景 应用 才能 让 技术 焕发 生机 ,1
世界 人工智能 大会 在 沪 举行 中国 AI 领域 发展 如何 图 ,1
酷派 唐凯 飞 资金 充足 发力 千元 以下 机型 目标 万 ,1
火星 红 凭 什么 红慧 科讯业 帮 你 找到 营销 秘诀 ,1
全球 知名 高校 校长 聚首 上海 谈 跨国 人工智能 合作 研究 ,1
联合国 人工智能 专家 没有 哪个 国家 能 独自 避免 AI 风险 ,0
马云 马化腾 李彦宏 等 出席 世界 人工智能 大会 ,1
大唐 与 百度 战略 合作 推进 协同式 自动 驾驶 技术 发展 ,1
GFK 月 报告 既全 画幅 折桂 后 佳能 又 在 C 画幅 微单 市场 再次 夺魁 ,1
李斌 再次 赴美 敲钟 将 蔚来 的 整条 命 交给 用户 ,1
华兴 资本 港股 IPO 价格 区间 港元 ,1
苹果 发布会 即将 揭晓 双卡 双待 新 iPhone 真的 会来 吗 ,1
AI 女神 离职 谷歌 ,0
华兴 资本 预期 估值 亿美元 月 日 赴 港 上市 ,1
英 伟达 新 显卡 亮相 中国 但 光线 追踪 技术 普及 是 个 问题 ,0
知情 人士 腾讯 内部 要求 不许 见 子弹 短信 怕 被 碰瓷 ,0
小小 AI 助教 走进 课堂 科技 正在 让 教和学 变得 更 有 乐趣 ,1
软银 为 银行 参与 移动 业务 IPO 开 条件 提供 贷款 ,1
IBM 联手 纽约市 警察局 开发 AI 系统 根据 种族 搜索 人员 ,1
Facebook 首次 准备 在 亚洲 建 数据中心 位于 新加坡 ,1
韩媒 去年 中国 存储芯片 进口 达 亿美元 韩产 占 过半 ,0
传 云集 微店 拟 明年初 赴美 IPO 计划 融资 约 亿美元 ,1
董明珠 脚 踩 多元化 险滩 志在必得 做 芯片 ,1
滴滴 携 外援 偷袭 美团 后院 ,0
滴滴 独家 回应 未 删 道歉 微博万 将 捐 见义勇为 基金会 ,0
多国联军 误炸 也门 客车 致人 死亡 包括 名 儿童 ,0
优悦水 打 Call 亚运会 助 中国 健儿 驰骋 亚运 赛场 ,1
京互金 协会 提示 以 区块 链 ICO 等 之名 非法 集资 的 风险 ,0
IFA 展会 前剧 透 哪些 新品 是 你 的 菜 ,1
哈罗 单车 CFO 中国 共享 单车 竞争 空间 仍然 很大 ,1
因火币 董事长 受让 股权 桐成 控股 复牌 暴涨 ,1
中国 民企 强 出炉 华为 榜首 三连冠 ,1
非小 细胞 肺癌 患者 终于 用 上 了 期待已久 的 O 药 ,1
人民日报 狂飙 的 企业 走 得 再 快 也 不能 让 利润 蒙住 了 眼 ,1
富士康 将 联合 组建 亿美元 投资 基金 ,1
A股 四大 快递 巨头 平均 净利 同比 增 两成 顺丰 赚钱 能力 强 ,1
微软 搁置 XboxVR 头盔 开发计划 等待 相关 技术 成熟 ,0
探迹 科技 获 万元 A轮 融资 阿里 启明 创投 联合 投资 ,1
马斯克 放弃 私有化 华尔街 质疑 较 多 业内 建议 任命 COO ,0
AMD 领涨 美股 芯片 板块 创年 以来 最长 连涨 天数 ,1
Oculus 创始人 MagicLeap 的 MR 头显 是 悲剧 ,0
中国软件 上半年 净亏损 亿元 同比增加 万元 ,0
传 巴菲特 首次 投资 印度 公司 入股 支付 商 Paytm 母公司 ,1
宝能 成立 汽车 进出口 公司 注册地 与 恒大 法拉第 临近 ,1
巨头 们 赔本赚吆喝 中国 智能 音箱 市场 近期 将 超 美国 ,1
从 游戏 出海 到 品牌 出海 游族 在 科隆 游戏 展 讲述 中国 故事 ,1
探索 汽车 类 社交圈 新 模式 汽车 之 家 青少年 嘉年华 正式 开幕 ,1
苹果 挖角 特斯拉 没想到 现已 招来 几十名 的 技术工 ,0
特斯拉 弗里 蒙特 工厂 发生 小规模 火灾事故 原因 仍 在 调查 ,0
苹果 预定 赴美 航班 或 为 年 新款 iPhone 做 准备 ,1
京东 发布 反腐败 公告 多名 涉案 员工 被 刑事拘留 ,0
董明珠 送 员工 房 第一批 员工 即将 就 可 入住 其中 ,1
阿里 奖励 亿 BAT 中 股权 激励 力度 最大 额度 最高 ,1
北京 打击 黑中介 家 违规 中介机构 被 查处 ,1
阿里 云营收 同比 增幅 回落 至 CEO 称 仍 超过 AWS 和 微软 ,0
交通部 已有 多家 网约车 平台 公司 获 经营 许可 ,1
Facebook 开发 MeshWiFi 为 偏远地区 提供 上网 服务 ,1
特斯拉 聘请 公关 公司 或 为 挽救 近日 危机 的 公司 形象 ,0
华为 进入 彩电业 康佳 在 布局 芯片 设计 不 惧 华为 进入 ,1
格力 芯片 公司 正式 成立 注册资本 亿 董明珠 任 董事长 ,1
Facebook 正 推进 语音 识别 技术 未来 会 进化 成 语音 助手 ,1
知名 孵化器 YC 出 故障 让 万家 创业 公司 进 加速 项目 ,0
华为 将 在 美 推出 太阳能 面板 控制 设备 但 竞争力 或 较 低 ,0
三星电子 否认 将 重返 汽车业 ,0
美媒因 开始 关注 AR 谷歌 终止 研发 VR 摄像机 ,1
热水器 行业 质量 提升 万里行 总结 表彰大会 成功 举办 ,1
腾讯 智慧 医学 资讯 平台 共谱 中国 公众 医学 科普 新 蓝图 ,1
机器人 浪潮 来袭 中国 的 机遇 与 挑战 ,1
微信 公号 这 六年 抱负 暴富 与 饱腹 ,1
华兴 资本 估值 至 亿美元 预计 于 月底 赴 香港 上市 ,1
科大讯飞 虚实 部分 产品 使用 效果 打折 ,0
两年 半 亏损 亿元 交车 仅辆 蔚来 汽车 拟 IPO 补血 ,0
马斯克 挖 隧道 公司 又 设计 新 地下 交通 零排放 ,1
SEC 施压 特斯拉 董事会 要求 披露 与 马斯克 的 沟通 细节 ,0
美国 SEC 就 Model 生产 延迟 问题 对 特斯拉 展开 调查 ,0
人民日报 AI 带来 了 巨大 便利 但 也 必须 对 其 价值 引导 ,1
